CustomerID,AttritionRisk,Confidence
221,No,12.72
222,No,12.72
223,No,12.72
224,No,32.96
225,No,12.72
226,No,12.72
227,No,12.72
228,No,12.72
229,No,12.72
230,No,12.72
231,Yes,58.12
232,No,32.69
233,Yes,58.12
234,No,12.72
235,No,12.72
236,No,12.72
237,No,12.72
238,No,12.72
239,No,12.72
240,No,12.72
241,No,12.72
242,No,12.72
243,No,12.72
244,No,12.72
245,No,12.72
246,No,12.72
247,No,12.72
248,Yes,58.12
249,No,12.72
250,No,12.72
251,No,12.72
252,Yes,58.12
253,No,32.69
254,No,12.72
255,No,12.72
256,No,32.69
257,No,12.72
258,No,12.72
259,No,12.72
260,No,12.72
261,No,12.72
262,No,12.72
263,No,12.72
264,No,32.69
265,No,12.72
266,No,12.72
267,No,12.72
268,No,12.72
269,No,12.72
270,No,12.72
271,No,12.72
272,No,12.72
273,Yes,58.12
274,No,12.72
275,No,12.72
276,No,12.72
277,No,12.72
278,No,12.72
279,No,12.72
280,Yes,58.12
281,No,12.72
282,No,12.72
283,No,12.72
284,No,12.72
285,No,12.72
286,No,12.72
287,No,12.72
288,No,12.72
289,No,12.72
290,No,12.72
291,No,12.72
292,No,12.72
293,No,12.72
294,No,12.72
295,No,12.72
296,No,12.72
297,No,12.72
298,No,12.72
299,No,32.69
300,No,12.72
301,No,12.72
302,No,12.72
303,No,12.72
304,No,12.72
305,No,12.72
306,Yes,58.12
307,No,12.72
308,No,12.72
309,No,12.72
310,No,12.72
311,No,12.72
312,No,12.72
313,No,12.72
314,No,32.69
315,No,12.72
316,No,12.72
317,No,12.72
318,No,12.72
319,No,12.72
320,No,12.72
321,No,12.72
322,No,12.72
323,Yes,58.12
324,No,12.72
325,No,12.72
326,No,12.72
327,No,12.72
328,No,12.72
329,Yes,58.12
330,No,12.72
331,No,12.72
332,Yes,58.12
333,No,12.72
334,No,12.72
335,No,37.36
336,No,12.72
337,No,12.72
338,No,24.86
339,No,12.72
340,No,12.72
341,No,12.72
342,No,12.72
343,No,12.72
344,No,12.72
345,No,12.72
346,No,12.72
347,No,12.72
348,No,12.72
349,Yes,58.12
350,No,12.72
351,No,12.72
352,No,12.72
353,No,12.72
354,No,12.72
355,Yes,58.12
356,No,32.69
357,No,12.72
358,No,12.72
359,Yes,58.12
360,No,12.72
361,No,12.72
362,No,23.83
363,No,12.72
364,No,12.72
365,No,12.72
366,No,12.72
367,No,12.72
368,No,12.72
369,No,12.72
370,No,12.72
371,No,12.72
372,Yes,58.12
373,No,32.69
374,Yes,58.12
375,No,12.72
376,No,12.72
377,No,12.72
378,No,12.72
379,No,12.72
380,No,12.72
381,No,12.72
382,No,12.72
383,No,12.72
384,No,12.72
385,No,12.72
386,No,12.72
387,No,12.72
388,No,12.72
389,No,12.72
390,No,12.72
391,No,12.72
392,No,12.72
393,No,12.72
394,No,20.06
395,No,32.69
396,No,12.72
397,No,20.06
398,No,12.72
399,No,12.72
400,Yes,58.12
401,Yes,58.12
402,No,12.72
403,No,12.72
404,No,12.72
405,No,12.72
406,No,12.72
407,No,12.72
408,No,12.72
409,No,12.72
410,No,12.72
411,No,12.72
412,Yes,58.12
413,No,12.72
414,No,12.72
415,No,12.72
416,No,12.72
417,No,12.72
418,No,12.72
419,No,12.72
420,No,12.72
421,No,12.72
422,No,12.72
423,No,6.09
424,No,12.72
425,No,12.72
426,No,12.72
427,No,12.72
428,No,32.69
429,No,12.72
430,Yes,58.12
431,No,12.72
432,No,12.72
433,No,32.69
434,No,12.72
435,No,12.72
436,No,12.72
437,No,12.72
438,No,12.72
439,No,12.72
440,No,12.72
441,No,12.72
442,No,12.72
443,No,12.72
444,No,12.72
445,No,12.72
446,Yes,58.12
447,No,12.72
448,No,12.72
449,No,12.72
450,No,12.72
451,No,12.72
452,No,12.72
453,No,12.72
454,No,12.72
455,No,12.72
456,No,12.72
457,No,35.1
458,No,12.72
459,Yes,58.12
460,No,12.72
461,Yes,58.12
462,No,12.72
463,No,12.72
464,No,12.72
465,No,12.72
466,No,12.72
467,No,12.72
468,No,12.72
469,No,12.72
470,No,12.72
471,No,12.72
472,Yes,58.12
473,No,12.72
474,No,12.72
475,Yes,58.12
476,No,12.72
477,Yes,58.12
478,No,12.72
479,No,12.72
480,No,12.72
481,No,12.72
482,No,12.72
483,No,12.72
484,No,12.72
485,No,12.72
486,No,32.69
487,No,12.72
488,No,12.72
489,No,12.72
490,No,12.72
491,Yes,58.12
492,No,12.72
493,No,12.72
494,No,12.72
495,No,12.72
496,No,12.72
497,No,12.72
498,No,12.72
499,No,12.72
500,No,12.72
501,No,12.72
502,No,12.72
503,No,12.72
504,No,12.72
505,No,12.72
506,No,12.72
507,No,12.72
508,No,12.72
509,No,12.72
510,No,12.72
511,No,12.72
512,No,12.72
513,No,12.72
514,No,12.72
515,No,12.72
516,No,12.72
517,No,12.72
518,No,12.72
519,No,12.72
520,No,12.72
521,Yes,58.12
522,No,12.72
523,No,12.72
524,No,12.72
525,No,12.72
526,No,12.72
527,No,12.72
528,No,12.72
529,No,12.72
530,Yes,58.12
531,No,12.72
532,No,12.72
533,No,12.72
534,No,12.72
535,No,12.72
536,Yes,58.12
537,No,12.72
538,No,12.72
539,No,12.72
540,Yes,58.12
541,No,12.72
542,No,12.72
543,No,12.72
544,No,32.69
545,No,12.72
546,No,12.72
547,No,32.69
548,No,12.72
549,No,12.72
550,Yes,58.12
551,No,12.72
552,No,23.99
553,No,12.72
554,No,12.72
555,No,12.72
556,No,12.72
557,No,12.72
558,No,12.72
559,No,12.72
560,No,19.29
561,No,12.72
562,Yes,58.12
563,No,12.72
564,Yes,58.12
565,No,12.72
566,No,12.72
567,No,12.72
568,Yes,58.12
569,No,12.72
570,No,12.72
571,Yes,58.12
572,Yes,58.12
573,No,12.72
574,No,12.72
575,No,12.72
576,No,12.72
577,No,12.72
578,No,12.72
579,No,12.72
580,No,12.72
581,No,12.72
582,No,12.72
583,No,37.26
584,No,12.72
585,Yes,58.12
586,No,12.72
587,No,12.72
588,No,12.72
589,Yes,58.12
590,No,12.72
591,No,12.72
592,No,24.83
593,No,12.72
594,No,12.72
595,No,12.72
596,No,12.72
597,No,12.72
598,No,12.72
599,No,12.72
600,No,12.72
601,No,12.72
602,No,12.72
603,No,12.72
604,No,12.72
605,No,12.72
606,No,12.72
607,No,12.72
608,No,12.72
609,No,12.72
610,No,12.72
611,No,12.72
612,No,19.38
613,No,12.72
614,Yes,58.12
615,No,12.72
616,No,32.69
617,No,12.72
618,No,12.72
619,No,12.72
620,No,12.72
621,No,12.72
622,No,12.72
623,No,12.72
624,No,12.72
625,No,12.72
626,No,12.72
627,Yes,58.12
628,No,41.39
629,Yes,58.12
630,No,12.72
631,Yes,58.12
632,No,12.72
633,No,12.72
634,No,12.72
635,No,12.72
636,No,12.72
637,Yes,58.12
638,Yes,58.12
639,No,12.72
640,No,12.72
641,No,12.72
642,No,12.72
643,Yes,58.12
644,No,12.72
645,No,12.72
646,No,12.72
647,No,12.72
648,No,12.72
649,No,12.72
650,No,12.72
651,No,12.72
652,No,12.72
653,No,12.72
654,No,12.72
655,No,12.72
656,No,12.72
657,No,12.72
658,Yes,58.12
659,No,12.72
660,No,12.72
661,No,12.72
662,No,12.72
663,No,12.72
664,No,12.72
665,Yes,58.12
666,No,12.72
667,No,12.72
668,No,12.72
669,No,12.72
670,No,4.34
671,No,12.72
672,No,12.72
673,No,32.69
674,No,12.72
675,No,12.72
676,No,12.72
677,No,12.72
678,No,12.72
679,Yes,58.12
680,No,12.72
681,No,12.72
682,No,12.72
683,No,12.72
684,No,12.72
685,No,12.72
686,No,12.72
687,No,12.72
688,No,12.72
689,No,12.72
690,No,12.72
691,Yes,58.12
692,Yes,58.12
693,No,37.26
694,No,12.72
695,No,12.72
696,No,12.72
697,Yes,58.12
698,Yes,58.12
699,No,12.72
700,No,32.69
701,No,12.72
702,No,12.72
703,No,12.72
704,Yes,58.12
705,No,12.72
706,No,12.72
707,No,12.72
708,No,36.39
709,No,12.72
710,No,12.72
711,No,32.69
712,No,12.72
713,Yes,58.12
714,No,12.72
715,No,12.72
716,No,12.72
717,No,12.72
718,No,12.72
719,No,12.72
720,No,12.72
721,No,12.72
722,No,12.72
723,Yes,58.12
724,No,12.72
725,No,12.72
726,No,12.72
727,No,12.72
728,No,12.72
729,No,12.72
730,Yes,58.12
731,No,12.72
732,No,12.72
733,No,12.72
734,No,12.72
735,No,12.72
736,No,12.72
737,No,12.72
738,No,12.72
739,No,12.72
740,No,12.72
741,No,12.72
742,No,12.72
743,No,12.72
744,No,12.72
745,No,12.72
746,No,12.72
747,No,12.72
748,No,12.72
749,No,12.72
750,No,12.72
751,No,32.69
752,No,12.72
753,No,27.16
754,No,23.36
755,No,12.72
756,No,12.72
757,No,12.72
758,No,12.72
759,No,12.72
760,No,12.72
761,No,12.72
762,No,12.72
763,No,12.72
764,Yes,58.12
765,No,12.72
766,No,12.72
767,No,12.72
768,No,12.72
769,No,12.72
770,Yes,58.12
771,No,12.72
772,No,12.72
773,No,12.72
774,No,12.72
775,No,12.72
776,No,12.72
777,No,12.72
778,No,12.72
779,No,12.72
780,No,12.72
781,No,12.72
782,Yes,58.12
783,No,12.72
784,No,12.72
785,No,12.72
786,No,12.72
787,Yes,58.12
788,No,12.72
789,No,32.69
790,No,12.72
791,No,12.72
792,No,12.72
793,No,12.72
794,Yes,58.12
795,Yes,58.12
796,No,12.72
797,No,12.72
798,No,12.72
799,No,12.72
800,No,12.72
801,No,12.72
802,No,32.69
803,No,12.72
804,No,12.72
805,No,12.72
806,No,12.72
807,No,32.69
808,No,12.72
809,No,12.72
810,No,12.72
811,No,12.72
812,No,12.72
813,No,12.72
814,No,12.72
815,No,12.72
816,No,12.72
817,No,12.72
818,No,12.72
819,No,12.72
820,No,12.72
821,No,12.72
822,No,12.72
823,No,12.72
824,No,12.72
825,No,12.72
826,No,26.26
827,No,12.72
828,Yes,58.12
829,No,12.72
830,No,12.72
831,No,12.72
832,No,12.72
833,Yes,58.12
834,No,12.72
835,No,12.72
836,No,12.72
837,No,12.72
838,No,12.72
839,No,12.72
840,No,12.72
841,No,12.72
842,Yes,58.12
843,No,12.72
844,No,12.72
845,No,12.72
846,No,12.72
847,No,12.72
848,No,12.72
849,Yes,58.12
850,No,32.69
851,Yes,58.12
852,Yes,58.12
853,No,12.72
854,No,31.99
855,No,12.72
856,No,12.72
857,No,12.72
858,No,12.72
859,No,12.72
860,Yes,58.12
861,No,12.72
862,No,12.72
863,No,12.72
864,No,12.72
865,No,12.72
866,No,12.72
867,Yes,58.12
868,Yes,58.12
869,No,12.72
870,No,12.72
871,No,12.72
872,No,12.72
873,No,12.72
874,No,29.59
875,No,25.83
876,No,12.72
877,Yes,58.12
878,No,12.72
879,No,12.72
880,No,12.72
881,No,12.72
882,No,12.72
883,No,12.72
884,No,12.72
885,No,12.72
886,No,12.72
887,No,32.69
888,No,12.72
889,No,12.72
890,No,12.72
891,No,12.72
892,No,35.98
893,No,12.72
894,No,12.72
895,No,12.72
896,No,12.72
897,No,12.72
898,No,12.72
899,No,12.72
900,No,12.72
901,Yes,58.12
902,No,12.72
903,No,12.72
904,No,12.72
905,No,12.72
906,No,12.72
907,No,12.72
908,Yes,58.12
909,No,12.72
910,No,12.72
911,No,12.72
912,No,12.72
913,No,12.72
914,Yes,58.12
915,No,12.72
916,No,12.72
917,No,12.72
918,No,12.72
919,No,12.72
920,No,12.72
921,No,12.72
922,Yes,58.12
923,No,12.72
924,Yes,58.12
925,No,12.72
926,No,33.46
927,No,12.72
928,No,12.72
929,No,12.72
930,No,12.72
931,No,12.72
932,No,12.72
933,No,19.22
934,Yes,58.12
935,No,12.72
936,No,12.72
937,No,12.72
938,No,12.72
939,No,12.72
940,No,12.72
941,Yes,58.12
942,No,12.72
943,No,12.72
944,No,12.72
945,No,12.72
946,No,12.72
947,No,12.72
948,No,34.43
949,No,12.72
950,No,12.72
951,No,12.72
952,No,25.83
953,No,12.72
954,No,32.69
955,No,12.72
956,No,12.72
957,No,32.69
958,No,12.72
959,No,32.14
960,No,12.72
961,Yes,58.12
962,No,12.72
963,No,12.72
964,No,12.72
965,No,12.72
966,No,12.72
967,No,12.72
968,No,12.72
969,No,12.72
970,No,12.72
971,No,12.72
972,No,12.72
973,No,12.72
974,No,12.72
975,No,12.72
976,No,12.72
977,No,12.72
978,No,12.72
979,No,12.72
980,No,12.72
981,No,32.69
982,No,32.69
983,No,19.22
984,No,12.72
985,Yes,58.12
986,No,12.72
987,Yes,58.12
988,No,32.69
989,No,12.72
990,No,12.72
991,No,12.72
992,No,12.72
993,No,12.72
994,No,12.72
995,No,12.72
996,No,12.72
997,No,12.72
998,No,32.56
999,No,12.72
1000,Yes,58.12
1001,No,25.83
1002,No,12.72
1003,Yes,58.12
1004,No,12.72
1005,No,12.72
1006,No,12.72
1007,No,12.72
1008,No,12.72
1009,No,12.72
1010,No,32.69
1011,No,12.72
1012,No,12.72
1013,No,12.72
1014,No,12.72
1015,No,12.72
1016,No,12.72
1017,No,12.72
1018,No,12.72
1019,No,12.72
1020,Yes,58.12
1021,No,12.72
1022,No,12.72
1023,Yes,58.12
1024,No,12.72
1025,No,12.72
1026,No,12.72
1027,No,12.72
1028,No,32.69
1029,No,12.72
1030,No,12.72
1031,Yes,58.12
1032,No,12.72
1033,No,12.72
1034,Yes,58.12
1035,No,12.72
1036,No,32.69
1037,No,12.72
1038,Yes,58.12
1039,Yes,58.12
1040,No,12.72
1041,No,32.54
1042,No,12.72
1043,No,12.72
1044,No,38.03
1045,No,12.72
1046,No,12.72
1047,Yes,58.12
1048,No,12.72
1049,No,12.72
1050,No,12.72
1051,No,12.72
1052,No,12.72
1053,No,12.72
1054,No,12.72
1055,No,12.72
1056,No,12.72
1057,No,12.72
1058,Yes,58.12
1059,No,12.72
1060,No,12.72
1061,No,12.72
1062,No,12.72
1063,No,12.72
1064,No,12.72
1065,No,12.72
1066,No,12.72
1067,No,12.72
1068,No,12.72
1069,No,12.72
1070,No,12.72
1071,No,12.72
1072,No,12.72
1073,No,12.72
1074,No,12.72
1075,No,12.72
1076,No,12.72
1077,No,12.72
1078,No,12.72
1079,No,25.83
1080,No,12.72
1081,No,24.86
1082,No,12.72
1083,No,32.69
1084,No,12.72
1085,No,12.72
1086,No,12.72
1087,No,12.72
1088,No,12.72
1089,No,12.72
1090,No,12.72
1091,No,12.72
1092,No,12.72
1093,No,12.72
1094,No,12.72
1095,No,32.69
1096,No,12.72
1097,No,12.72
1098,No,12.72
1099,No,12.72
1100,No,38.35
1101,No,12.72
1102,No,12.72
1103,No,12.72
1104,No,12.72
1105,No,12.72
1106,No,12.72
1107,No,12.72
1108,Yes,58.12
1109,No,12.72
1110,No,12.72
1111,No,32.69
1112,Yes,58.12
1113,No,12.72
1114,No,12.72
1115,No,12.72
1116,No,12.72
1117,No,12.72
1118,Yes,58.12
1119,No,12.72
1120,No,32.78
1121,No,12.72
1122,No,12.72
1123,Yes,58.12
1124,Yes,58.12
1125,No,12.72
1126,Yes,58.12
1127,No,12.72
1128,No,12.72
1129,No,12.72
1130,No,12.72
1131,Yes,58.12
1132,No,12.72
1133,No,32.69
1134,No,12.72
1135,No,12.72
1136,No,12.72
1137,No,12.72
1138,No,12.72
1139,No,12.72
1140,No,33.77
1141,No,12.72
1142,No,12.72
1143,No,12.72
1144,No,12.72
1145,No,12.72
1146,No,12.72
1147,No,12.72
1148,No,12.72
1149,No,12.72
1150,No,12.72
1151,No,12.72
1152,No,12.72
1153,No,12.72
1154,No,12.72
1155,No,12.72
1156,No,12.72
1157,No,12.72
1158,Yes,58.12
1159,No,12.72
1160,No,12.72
1161,No,12.72
1162,No,12.72
1163,No,12.72
1164,No,12.72
1165,No,32.69
1166,No,12.72
1167,Yes,58.12
1168,No,12.72
1169,No,12.72
1170,No,12.72
1171,No,12.72
1172,No,32.69
1173,No,12.72
1174,No,12.72
1175,No,12.72
1176,No,12.72
1177,No,12.72
1178,Yes,58.12
1179,No,12.72
1180,Yes,58.12
1181,No,12.72
1182,No,12.72
1183,No,12.72
1184,Yes,58.12
1185,No,12.72
1186,No,12.72
1187,No,12.72
1188,No,12.72
1189,No,12.72
1190,No,12.72
1191,Yes,58.12
1192,No,12.72
1193,No,12.72
1194,No,12.72
1195,No,12.72
1196,No,12.72
1197,No,12.72
1198,No,12.72
1199,No,12.72
1200,No,12.72
1201,No,12.72
1202,No,12.72
1203,No,12.72
1204,No,12.72
1205,No,12.72
1206,No,12.72
1207,No,12.72
1208,No,12.72
1209,No,12.72
1210,No,12.72
1211,No,12.72
1212,No,12.72
1213,No,12.72
1214,No,12.72
1215,No,12.72
1216,No,12.72
1217,No,12.72
1218,No,12.72
1219,No,12.72
1220,No,12.72
1221,No,12.72
1222,No,12.72
1223,Yes,58.12
1224,Yes,58.12
1225,No,12.72
1226,No,12.72
1227,No,12.72
1228,No,12.72
1229,No,12.72
1230,No,12.72
1231,No,12.72
1232,No,26.76
1233,No,12.72
1234,No,12.72
1235,No,12.72
1236,No,12.72
1237,No,32.69
1238,No,12.72
1239,No,12.72
1240,No,12.72
1241,No,12.72
1242,Yes,58.12
1243,No,12.72
1244,No,12.72
1245,No,32.69
1246,No,12.72
1247,No,12.72
1248,No,12.72
1249,No,12.72
1250,No,12.72
1251,No,12.72
1252,No,12.72
1253,No,12.72
1254,No,12.72
1255,Yes,58.12
1256,No,12.72
1257,No,12.72
1258,No,12.72
1259,No,12.72
1260,Yes,58.12
1261,No,12.72
1262,No,12.72
1263,Yes,58.12
1264,No,12.72
1265,No,12.72
1266,No,12.72
1267,No,12.72
1268,No,12.72
1269,No,12.72
1270,No,12.72
1271,No,12.72
1272,No,12.72
1273,No,12.72
1274,No,12.72
1275,No,12.72
1276,No,12.72
1277,No,12.72
1278,No,12.72
1279,No,12.72
1280,No,12.72
1281,No,12.72
1282,No,12.72
1283,No,12.72
1284,No,12.72
1285,No,12.72
1286,No,12.72
1287,No,12.72
1288,No,12.72
1289,No,12.72
1290,No,24.83
1291,No,12.72
1292,No,12.72
1293,No,12.72
1294,No,31.99
1295,No,32.69
1296,No,12.72
1297,No,12.72
1298,No,12.72
1299,No,12.72
1300,No,12.72
1301,Yes,58.12
1302,No,12.72
1303,No,12.72
1304,No,12.72
1305,No,32.69
1306,No,12.72
1307,No,12.72
1308,No,12.72
1309,No,12.72
1310,No,12.72
1311,No,12.72
1312,No,12.72
1313,No,12.72
1314,No,12.72
1315,No,12.72
1316,No,35.4
1317,No,12.72
1318,No,12.72
1319,No,12.72
1320,No,12.72
1321,No,12.72
1322,No,12.72
1323,No,12.72
1324,No,12.72
1325,No,12.72
1326,No,12.72
1327,No,12.72
1328,No,12.72
1329,No,12.72
1330,No,12.72
1331,No,12.72
1332,No,12.72
1333,No,12.72
1334,No,12.72
1335,Yes,58.12
1336,No,12.72
1337,No,12.72
1338,No,12.72
1339,No,12.72
1340,No,12.72
1341,No,12.72
1342,No,12.72
1343,No,12.72
1344,No,12.72
1345,No,12.72
1346,No,12.72
1347,No,12.72
1348,No,12.72
1349,No,22.95
1350,No,12.72
1351,No,12.72
1352,No,35.98
1353,No,12.72
1354,No,12.72
1355,No,12.72
1356,No,12.72
1357,No,12.72
1358,No,12.72
1359,No,12.72
1360,No,32.69
1361,No,12.72
1362,No,12.72
1363,No,12.72
1364,No,12.72
1365,No,12.72
1366,No,12.72
1367,No,12.72
1368,No,12.72
1369,No,12.72
1370,No,12.72
1371,No,12.72
1372,No,12.72
1373,No,12.72
1374,No,12.72
1375,No,12.72
1376,No,12.72
1377,No,12.72
1378,No,12.72
1379,No,12.72
1380,No,12.72
1381,No,12.72
1382,No,26.1
1383,No,12.72
1384,No,12.72
1385,No,12.72
1386,No,12.72
1387,No,12.72
1388,No,12.72
1389,No,32.69
1390,No,12.72
1391,No,12.72
1392,No,12.72
1393,No,12.72
1394,No,12.72
1395,No,12.72
1396,No,12.72
1397,No,32.69
1398,No,12.72
1399,No,12.72
1400,No,12.72
1401,No,12.72
1402,No,12.72
1403,No,12.72
1404,No,12.72
1405,No,12.72
1406,No,12.72
1407,No,12.72
1408,No,12.72
1409,No,12.72
1410,No,12.72
1411,No,12.72
1412,No,12.72
1413,No,12.72
1414,No,12.72
1415,No,12.72
1416,No,12.72
1417,No,12.72
1418,No,12.72
1419,No,12.72
1420,No,12.72
1421,No,12.72
1422,No,12.72
1423,No,12.72
1424,Yes,58.12
1425,No,12.72
1426,No,12.72
1427,No,12.72
1428,No,12.72
1429,No,12.72
1430,No,12.72
1431,No,12.72
1432,No,12.72
1433,No,12.72
1434,Yes,58.12
1435,No,12.72
1436,No,12.72
1437,Yes,58.12
1438,No,12.72
1439,No,12.72
1440,No,12.72
1441,No,12.72
1442,No,12.72
1443,No,12.72
1444,No,12.72
1445,No,12.72
1446,No,12.72
1447,No,12.72
1448,No,12.72
1449,No,12.72
1450,No,12.72
1451,No,12.72
1452,No,15.7
1453,No,26.2
1454,No,12.72
1455,No,12.72
1456,No,12.72
1457,No,12.72
1458,No,12.72
1459,No,12.72
1460,No,12.72
1461,No,12.72
1462,No,12.72
1463,No,26.78
1464,No,12.72
1465,No,12.72
1466,No,12.72
1467,No,25.83
1468,No,32.69
1469,No,12.72
1470,Yes,58.12
1471,Yes,58.12
1472,No,12.72
1473,Yes,58.12
1474,No,12.72
1475,No,12.72
1476,No,12.72
1477,No,12.72
1478,No,5.68
1479,No,12.72
1480,No,12.72
1481,No,12.72
1482,No,12.72
1483,No,12.72
1484,Yes,58.12
1485,Yes,58.12
1486,No,12.72
1487,No,12.72
1488,No,12.72
1489,No,12.72
1490,No,12.72
1491,No,12.72
1492,No,12.72
1493,No,12.72
1494,No,12.72
1495,No,12.72
1496,No,12.72
1497,No,12.72
1498,No,12.72
1499,No,12.72
1500,No,12.72
1501,Yes,58.12
1502,No,12.72
1503,No,12.72
1504,No,12.72
1505,No,12.72
1506,No,12.72
1507,No,12.72
1508,No,37.75
1509,No,12.72
1510,No,12.72
1511,No,12.72
1512,No,32.69
1513,No,12.72
1514,No,12.72
1515,No,12.72
1516,No,12.72
1517,No,12.72
1518,No,12.72
1519,No,12.72
1520,No,12.72
1521,No,12.72
1522,No,12.72
1523,Yes,58.12
1524,No,12.72
1525,No,12.72
1526,No,12.72
1527,No,12.72
1528,No,12.72
1529,No,28.34
1530,No,12.72
1531,No,12.72
1532,No,12.72
1533,Yes,58.12
1534,No,12.72
1535,No,12.72
1536,No,12.72
1537,No,12.72
1538,No,12.72
1539,No,12.72
1540,No,12.72
1541,Yes,58.12
1542,No,12.72
1543,No,12.72
1544,No,12.72
1545,No,12.72
1546,No,12.72
1547,Yes,58.12
1548,No,12.72
1549,No,12.72
1550,No,12.72
1551,No,12.72
1552,No,12.72
1553,Yes,58.12
1554,No,12.72
1555,No,12.72
1556,No,12.72
1557,No,12.72
1558,No,12.72
1559,Yes,58.12
1560,No,32.69
1561,No,12.72
1562,No,12.72
1563,No,12.72
1564,No,12.72
1565,No,12.72
1566,Yes,58.12
1567,No,12.72
1568,No,12.72
1569,No,12.72
1570,Yes,58.12
1571,Yes,58.12
1572,No,12.72
1573,No,12.72
1574,No,12.72
1575,No,12.72
1576,No,12.72
1577,No,12.72
1578,No,12.72
1579,No,12.72
1580,No,12.72
1581,No,26.76
1582,No,12.72
1583,Yes,58.12
1584,No,12.72
1585,No,12.72
1586,No,12.72
1587,No,12.72
1588,No,12.72
1589,No,12.72
1590,No,12.72
1591,No,12.72
1592,No,12.72
1593,No,12.72
1594,No,12.72
1595,No,12.72
1596,No,12.72
1597,No,12.72
1598,No,12.72
1599,No,12.72
1600,Yes,58.12
1601,No,12.72
1602,No,12.72
1603,No,12.72
1604,No,12.72
1605,Yes,58.12
1606,No,12.72
1607,No,12.72
1608,No,25.51
1609,No,12.72
1610,No,12.72
1611,No,32.69
1612,No,12.72
1613,No,12.72
1614,No,12.72
1615,No,12.72
1616,No,12.72
1617,No,12.72
1618,No,12.72
1619,No,12.72
1620,No,12.72
1621,Yes,58.12
1622,No,12.72
1623,No,12.72
1624,No,12.72
1625,No,12.72
1626,No,12.72
1627,No,29.8
