CustomerID,AttritionRisk,Confidence
153,Yes,51.1
154,No,35.9
155,Yes,60.9
156,Yes,54.1
157,No,27.1
158,No,24.1
159,Yes,61.7
160,No,37.8
161,No,32.5
162,No,21.8
163,Yes,74.9
164,No,32.2
165,No,29.3
166,No,34.1
167,No,31.3
168,No,46.9
169,No,34.3
170,No,29.8
171,No,24.7
172,No,29.6
173,No,47.6
174,No,28.1
175,No,48.9
176,No,30.4
177,No,24.7
178,No,40.7
179,No,48.0
180,Yes,66.3
181,Yes,61.8
182,No,42.7
183,Yes,73.6
184,No,46.9
185,Yes,56.7
186,No,28.9
187,No,37.0
188,No,42.5
189,No,27.7
190,No,36.5
191,No,48.2
192,No,36.5
193,No,47.3
194,No,35.2
195,No,27.8
196,No,38.3
197,No,25.7
198,No,37.7
199,Yes,53.5
200,No,34.8
201,No,33.9
202,Yes,61.1
203,Yes,77.0
204,No,38.4
205,No,31.7
206,No,44.0
207,No,46.9
208,No,37.5
209,Yes,66.2
210,Yes,74.3
211,No,39.9
212,No,32.5
213,Yes,50.0
214,No,34.4
215,No,25.8
216,Yes,81.2
217,Yes,77.4
218,No,28.8
219,Yes,58.7
220,Yes,56.1
221,No,36.1
222,No,24.7
223,Yes,57.9
224,No,25.2
225,Yes,72.7
226,No,38.5
227,No,21.8
228,No,43.5
229,Yes,84.2
230,No,31.2
231,No,24.6
232,No,41.7
233,No,45.2
234,No,31.4
235,Yes,76.5
236,Yes,58.2
237,No,19.0
238,Yes,55.9
239,Yes,66.9
240,No,28.7
241,No,37.9
242,No,38.1
243,No,41.2
244,Yes,71.5
245,No,28.8
246,No,46.3
247,No,30.8
248,No,26.0
249,No,31.8
250,Yes,87.1
251,No,39.3
252,No,31.8
253,No,22.8
254,No,34.6
255,No,21.4
256,No,36.7
257,No,29.7
258,No,36.3
259,No,33.2
260,No,35.2
261,Yes,64.2
262,Yes,82.9
263,No,29.1
264,No,28.8
265,No,34.9
266,No,34.1
267,No,33.2
268,No,31.8
269,No,43.4
270,No,36.6
271,No,46.8
272,No,33.8
273,No,34.9
274,No,21.6
275,No,29.6
276,No,35.6
277,No,49.6
278,Yes,71.7
279,No,38.7
280,Yes,69.6
281,No,31.8
282,No,19.7
283,No,27.4
284,Yes,59.0
285,No,28.8
286,No,45.4
287,No,31.2
288,No,26.9
289,No,27.7
290,No,32.4
291,Yes,62.2
292,No,47.8
293,No,21.1
294,No,36.4
295,No,36.3
296,No,31.1
297,No,35.1
298,Yes,62.5
299,Yes,82.3
300,No,36.6
301,No,27.6
302,No,41.0
303,No,31.4
304,No,28.9
305,No,31.2
306,No,34.9
307,Yes,59.8
308,No,39.5
309,Yes,85.3
310,No,23.7
311,No,23.4
312,No,29.4
313,No,40.6
314,Yes,87.0
315,No,38.2
316,No,36.6
317,Yes,81.8
318,No,45.6
319,No,24.5
320,No,23.1
321,Yes,85.7
322,No,32.5
323,No,47.0
324,No,21.4
325,No,19.8
326,No,38.1
327,No,39.3
328,Yes,77.2
329,No,38.7
330,No,31.9
331,Yes,68.0
332,No,47.9
333,Yes,67.7
334,No,28.5
335,No,39.9
336,No,25.2
337,No,34.5
338,No,29.4
339,No,39.1
340,No,37.4
341,No,48.7
342,No,34.8
343,Yes,60.6
344,No,24.3
345,No,18.5
346,Yes,54.5
347,No,36.6
348,Yes,76.0
349,No,34.5
350,No,45.0
351,No,35.2
352,No,39.5
353,No,28.5
354,No,23.5
355,Yes,73.7
356,No,24.9
357,Yes,89.3
358,No,30.9
359,No,47.3
360,Yes,53.1
361,No,21.7
362,Yes,55.1
363,Yes,87.1
364,No,25.0
365,No,35.1
366,No,36.7
367,Yes,58.8
368,No,29.6
369,No,34.8
370,No,29.9
371,Yes,56.6
372,Yes,55.9
373,No,36.3
374,No,33.5
375,No,38.7
376,No,34.4
377,Yes,71.6
378,No,33.9
379,No,33.2
380,No,37.7
381,Yes,70.9
382,No,41.3
383,No,25.7
384,No,28.7
385,Yes,67.6
386,No,32.3
387,Yes,57.9
388,Yes,64.9
389,Yes,67.1
390,No,28.0
391,No,31.3
392,No,37.8
393,Yes,78.6
394,No,38.1
395,No,33.0
396,No,38.2
397,No,31.9
398,No,30.4
399,No,36.9
400,Yes,80.8
401,Yes,86.6
402,No,43.3
403,Yes,75.9
404,No,28.3
405,No,20.9
406,No,28.4
407,Yes,84.8
408,No,44.2
409,No,38.4
410,No,44.0
411,No,20.3
412,No,31.1
413,No,33.6
414,No,49.9
415,No,30.6
416,No,26.4
417,Yes,64.9
418,No,42.7
419,Yes,68.3
420,No,26.2
421,Yes,86.0
422,No,43.1
423,No,43.0
424,No,32.0
425,No,37.5
426,No,31.1
427,No,39.7
428,Yes,64.4
429,No,43.7
430,No,45.4
431,Yes,87.3
432,No,47.0
433,No,29.3
434,No,35.1
435,No,28.9
436,Yes,85.4
437,No,32.4
438,No,33.9
439,No,36.4
440,Yes,55.5
441,No,35.8
442,No,25.1
443,No,31.9
444,Yes,74.7
445,Yes,79.5
446,No,28.2
447,No,32.8
448,No,44.5
449,No,37.6
450,Yes,80.4
451,No,32.2
452,No,39.2
453,No,32.5
454,Yes,67.0
455,No,36.2
456,No,42.6
457,No,26.7
458,No,34.5
459,Yes,63.2
460,No,39.8
461,No,23.7
462,No,36.6
463,No,27.2
464,No,32.9
465,No,19.9
466,No,37.5
467,No,22.8
468,No,36.8
469,No,33.2
470,No,30.8
471,No,29.0
472,No,41.2
473,No,30.0
474,No,20.1
475,No,32.5
476,Yes,66.7
477,No,36.8
478,No,48.1
479,No,44.9
480,No,32.1
481,No,35.8
482,No,25.9
483,No,32.8
484,No,31.2
485,Yes,70.5
486,No,36.4
487,No,37.2
488,No,43.0
489,No,21.0
490,Yes,86.6
491,No,31.4
492,No,49.1
493,No,39.0
494,Yes,75.9
495,No,37.6
496,No,39.6
497,No,35.9
498,No,44.6
499,No,28.0
500,Yes,68.5
501,No,24.9
502,Yes,69.2
503,Yes,87.3
504,Yes,66.3
505,No,48.8
506,No,25.7
507,No,36.6
508,No,47.5
509,No,19.9
510,No,44.0
511,No,30.0
512,No,41.6
513,No,27.2
514,No,36.5
515,Yes,86.7
516,No,34.2
517,Yes,60.8
518,No,37.1
519,Yes,84.9
520,Yes,86.5
521,No,38.0
522,Yes,88.7
523,No,34.3
524,No,36.1
525,Yes,83.5
526,No,23.3
527,Yes,58.4
528,No,26.8
529,Yes,71.9
530,No,33.1
531,Yes,71.7
532,No,32.5
533,No,33.8
534,No,35.6
535,No,42.1
536,Yes,60.4
537,No,39.8
538,No,30.4
539,Yes,70.1
540,No,29.1
541,No,36.4
542,No,25.2
543,Yes,60.6
544,Yes,85.0
545,Yes,68.8
546,Yes,64.6
547,No,36.7
548,No,23.4
549,Yes,75.7
550,No,18.6
551,No,39.7
552,Yes,59.2
553,No,29.3
554,No,23.8
555,No,31.4
556,Yes,86.8
557,No,47.3
558,No,47.6
559,Yes,61.8
560,No,23.7
561,No,27.8
562,Yes,88.1
563,No,39.9
564,Yes,62.9
565,No,42.5
566,No,40.4
567,Yes,68.8
568,Yes,77.0
569,No,35.0
570,No,23.8
571,Yes,67.7
572,Yes,60.0
573,No,38.1
574,Yes,74.0
575,No,44.9
576,No,20.6
577,No,25.7
578,No,30.1
579,No,46.1
580,No,36.4
581,No,35.0
582,No,37.3
583,No,49.6
584,No,28.8
585,Yes,79.4
586,Yes,87.3
587,Yes,75.6
588,Yes,61.5
589,No,42.3
590,Yes,78.5
591,No,35.7
592,No,39.1
593,No,38.5
594,No,35.8
595,No,28.2
596,No,46.3
597,Yes,59.0
598,No,40.7
599,Yes,67.0
600,No,26.4
601,Yes,60.2
602,No,28.9
603,No,21.0
604,No,20.2
605,No,40.5
606,No,23.7
607,Yes,72.8
608,No,22.2
609,No,33.8
610,Yes,85.6
611,No,25.0
612,No,19.9
613,Yes,72.7
614,No,41.2
615,No,32.2
616,No,24.2
617,No,38.6
618,Yes,87.5
619,Yes,58.6
620,No,36.2
621,No,40.4
622,No,48.6
623,Yes,84.8
624,No,39.6
625,Yes,63.7
626,No,39.0
627,No,24.9
628,Yes,59.8
629,Yes,72.8
630,No,26.4
631,Yes,56.0
632,Yes,81.6
633,No,38.0
634,Yes,53.5
635,No,34.5
636,Yes,63.4
637,No,31.6
638,Yes,81.6
639,Yes,62.4
640,No,37.2
641,Yes,83.6
642,No,31.0
643,No,26.9
644,No,41.7
645,No,39.3
646,No,38.7
647,No,20.3
648,No,39.7
649,No,33.2
650,No,39.0
651,Yes,76.4
652,Yes,57.6
653,Yes,63.0
654,Yes,60.3
655,No,34.7
656,No,25.6
657,No,28.7
658,Yes,88.4
659,Yes,83.1
660,No,19.3
661,No,44.3
662,Yes,87.5
663,No,24.6
664,Yes,68.3
665,No,47.9
666,No,31.2
667,No,29.7
668,No,24.7
669,Yes,71.7
670,Yes,56.1
671,Yes,72.6
672,No,49.7
673,No,20.7
674,No,35.5
675,No,38.3
676,No,38.8
677,No,42.7
678,Yes,73.3
679,No,25.1
680,No,32.1
681,Yes,78.7
682,Yes,86.9
683,No,48.2
684,No,47.1
685,No,29.0
686,Yes,59.5
687,No,34.9
688,Yes,71.5
689,Yes,75.9
690,No,39.4
691,No,30.2
692,Yes,64.7
693,No,39.5
694,No,36.0
695,Yes,69.6
696,Yes,52.8
697,Yes,73.0
698,Yes,85.3
699,No,29.6
700,No,35.8
701,No,24.9
702,No,33.5
703,Yes,83.6
704,No,36.7
705,No,38.7
706,No,46.7
707,No,39.1
708,No,44.1
709,No,32.5
710,No,36.1
711,Yes,81.1
712,No,38.8
713,No,41.6
714,No,43.2
715,No,30.8
716,No,27.3
717,No,35.3
718,No,46.1
719,Yes,64.9
720,Yes,51.1
721,Yes,85.4
722,Yes,56.0
723,No,21.2
724,No,36.8
725,No,41.2
726,Yes,59.6
727,No,40.6
728,No,19.7
729,No,49.1
730,Yes,68.8
731,No,32.2
732,No,19.4
733,No,36.2
734,Yes,67.0
735,Yes,86.5
736,Yes,68.8
737,Yes,77.7
738,No,34.7
739,Yes,69.4
740,No,31.3
741,No,28.7
742,No,27.4
743,No,30.7
744,Yes,85.0
745,Yes,64.2
746,No,44.3
747,No,31.6
748,Yes,61.2
749,No,38.1
750,Yes,67.5
751,No,47.8
752,Yes,80.5
753,No,31.1
754,No,37.5
755,No,38.5
756,No,32.8
757,No,41.0
758,No,19.3
759,No,40.3
760,Yes,85.6
761,Yes,66.1
762,No,42.6
763,No,38.7
764,No,29.8
765,Yes,66.1
766,No,28.7
767,No,22.6
768,Yes,87.0
769,No,47.1
770,Yes,72.1
771,No,36.6
772,No,33.7
773,No,27.6
774,No,38.4
775,Yes,85.9
776,No,36.8
777,Yes,86.8
778,No,34.0
779,No,18.1
780,No,37.3
781,No,25.8
782,No,30.7
783,No,47.1
784,No,35.3
785,Yes,87.9
786,No,37.7
787,No,23.2
788,Yes,58.2
789,No,37.2
790,Yes,84.8
791,No,41.0
792,Yes,76.3
793,Yes,82.8
794,No,35.8
795,No,23.6
796,No,39.2
797,Yes,76.0
798,No,26.7
799,No,37.5
800,Yes,61.2
801,Yes,73.7
802,Yes,60.2
803,No,31.8
804,No,24.4
805,No,36.7
806,Yes,58.9
807,No,28.2
808,No,31.6
809,Yes,86.7
810,No,38.6
811,No,40.2
812,Yes,79.7
813,No,28.7
814,No,24.8
815,No,20.3
816,No,27.9
817,No,21.8
818,Yes,57.9
819,No,24.6
820,Yes,66.0
821,No,40.1
822,No,37.8
823,No,31.6
824,Yes,71.5
825,No,41.8
826,No,29.5
827,Yes,72.4
828,Yes,54.1
829,No,35.5
830,No,38.3
831,No,29.3
832,No,45.9
833,No,28.3
834,No,38.9
835,No,21.2
836,No,32.0
837,No,35.7
838,Yes,85.9
839,Yes,59.3
840,No,32.4
841,Yes,84.4
842,No,34.3
843,No,38.6
844,No,37.5
845,Yes,68.0
846,Yes,74.8
847,No,32.3
848,Yes,53.6
849,Yes,86.8
850,No,32.5
851,Yes,69.7
852,Yes,83.0
853,No,40.6
854,No,47.0
855,Yes,66.3
856,No,32.3
857,Yes,80.3
858,No,37.4
859,No,26.8
860,Yes,60.7
861,Yes,66.1
862,No,29.2
863,No,47.0
864,Yes,71.3
865,No,46.9
866,No,28.3
867,No,39.6
868,Yes,83.4
869,Yes,66.0
870,No,39.6
871,No,39.6
872,Yes,55.3
873,No,41.1
874,No,21.0
875,No,40.1
876,No,40.0
877,No,26.6
878,No,44.0
879,No,31.5
880,Yes,70.6
881,Yes,52.4
882,Yes,58.1
883,No,35.2
884,Yes,73.1
885,Yes,78.7
886,No,25.4
887,No,36.6
888,No,45.3
889,Yes,57.3
890,Yes,54.6
891,No,38.1
892,No,25.8
893,Yes,52.9
894,Yes,72.1
895,No,37.0
896,No,34.1
897,No,29.3
898,Yes,50.3
899,No,44.9
900,No,30.8
901,No,47.9
902,No,40.1
903,Yes,84.6
904,No,24.8
905,Yes,69.8
906,Yes,64.6
907,No,35.3
908,Yes,71.8
909,No,34.3
910,No,19.9
911,No,40.6
912,Yes,87.9
913,No,28.4
914,No,28.4
915,No,34.4
916,Yes,70.4
917,No,40.0
918,Yes,68.6
919,No,29.3
920,Yes,54.1
921,Yes,51.4
922,No,49.1
923,Yes,75.1
924,No,28.9
925,No,36.9
926,No,39.5
927,No,28.7
928,No,39.8
929,Yes,82.1
930,No,30.8
931,No,39.4
932,No,41.4
933,Yes,54.9
934,No,41.2
935,No,37.9
936,No,43.2
937,Yes,87.0
938,Yes,65.4
939,No,40.0
940,No,38.0
941,No,37.8
942,No,27.6
943,Yes,75.3
944,No,29.2
945,No,36.7
946,No,29.7
947,No,45.9
948,No,38.5
949,Yes,76.8
950,Yes,72.1
951,Yes,74.6
952,No,36.9
953,Yes,79.6
954,No,42.3
955,Yes,62.8
956,Yes,68.3
957,Yes,55.8
958,No,30.8
959,No,29.3
960,No,39.9
961,No,35.3
962,No,38.9
963,No,32.2
964,Yes,83.8
965,Yes,63.4
966,Yes,65.1
967,No,30.6
968,No,29.4
969,No,36.6
970,Yes,68.9
971,Yes,75.3
972,No,19.0
973,Yes,65.9
974,No,36.8
975,No,34.7
976,No,39.8
977,Yes,63.8
978,No,36.6
979,Yes,84.4
980,Yes,70.1
981,No,30.5
982,Yes,67.3
983,No,26.0
984,No,40.1
985,No,31.2
986,No,29.5
987,No,36.0
988,No,30.1
989,No,35.5
990,Yes,83.1
991,No,40.6
992,No,39.5
993,Yes,61.5
994,No,29.6
995,Yes,63.4
996,No,23.7
997,Yes,59.6
998,Yes,64.3
999,No,29.6
1000,No,37.2
1001,Yes,55.6
1002,Yes,57.4
1003,No,38.4
1004,Yes,65.4
1005,No,27.9
1006,Yes,76.7
1007,No,27.4
1008,Yes,51.5
1009,Yes,62.6
1010,No,27.8
1011,No,41.8
1012,No,38.1
1013,No,20.9
1014,No,23.5
1015,Yes,59.1
1016,No,37.6
1017,No,41.3
1018,No,47.0
1019,Yes,70.4
1020,No,25.6
1021,Yes,85.0
1022,No,27.3
1023,Yes,82.8
1024,No,31.3
1025,No,31.0
1026,No,27.0
1027,No,36.7
1028,No,38.9
1029,No,26.7
1030,Yes,74.2
1031,No,36.8
1032,No,22.6
1033,No,38.6
1034,No,29.4
1035,Yes,69.2
1036,No,18.8
1037,No,28.6
1038,No,26.9
1039,No,27.2
1040,No,23.5
1041,Yes,63.3
1042,No,20.4
1043,No,42.6
1044,No,31.7
1045,No,40.2
1046,No,34.7
1047,No,43.3
1048,Yes,74.0
1049,No,26.6
1050,No,43.7
1051,No,21.0
1052,Yes,72.3
1053,No,42.2
1054,Yes,79.1
1055,No,30.7
1056,No,27.3
1057,No,26.8
1058,Yes,80.3
1059,No,34.8
1060,No,35.8
1061,Yes,77.3
1062,No,35.5
1063,No,41.5
1064,No,34.9
1065,No,19.0
1066,No,32.9
1067,Yes,58.6
1068,No,28.7
1069,Yes,53.3
1070,No,44.9
1071,Yes,81.0
1072,Yes,74.8
1073,No,27.2
1074,No,42.8
1075,No,27.1
1076,No,34.0
1077,No,37.3
1078,No,31.5
1079,No,47.6
1080,No,35.1
1081,No,38.0
1082,No,35.7
1083,No,42.5
1084,No,27.2
1085,No,19.1
1086,No,47.4
1087,No,40.2
1088,No,24.1
1089,No,18.1
1090,Yes,75.9
1091,No,30.4
1092,No,36.9
1093,No,47.2
1094,No,45.5
1095,No,25.7
1096,No,23.2
1097,No,39.0
1098,No,41.2
1099,No,28.9
1100,No,37.1
1101,No,36.7
1102,No,20.5
1103,No,43.2
1104,No,29.3
1105,No,26.6
1106,Yes,64.8
1107,No,36.3
1108,No,27.0
1109,No,37.0
1110,No,33.3
1111,Yes,79.4
1112,Yes,76.5
1113,Yes,67.1
1114,No,29.9
1115,Yes,87.5
1116,Yes,72.9
1117,Yes,55.3
1118,Yes,83.0
1119,Yes,86.2
1120,No,30.2
1121,No,35.7
1122,No,20.1
1123,Yes,86.9
1124,No,37.0
1125,No,38.4
1126,Yes,86.3
1127,No,37.3
1128,Yes,71.1
1129,No,35.9
1130,No,30.6
1131,No,30.6
1132,No,31.1
1133,No,41.8
1134,No,30.1
1135,No,18.2
1136,No,33.8
1137,No,19.8
1138,No,45.3
1139,Yes,55.8
1140,Yes,64.9
1141,No,40.0
1142,No,47.1
1143,No,42.4
1144,Yes,51.1
1145,Yes,64.7
1146,No,24.4
1147,No,29.3
1148,No,31.4
1149,No,28.5
1150,No,38.7
1151,No,31.8
1152,No,28.2
1153,Yes,73.3
1154,Yes,72.4
1155,No,42.1
1156,No,36.5
1157,Yes,62.3
1158,Yes,87.0
1159,Yes,71.4
1160,No,33.4
1161,No,35.4
1162,No,47.6
1163,No,24.6
1164,No,34.7
1165,No,40.2
1166,Yes,85.5
1167,No,30.3
1168,No,33.1
1169,No,21.3
1170,No,39.1
1171,No,30.6
1172,No,49.4
1173,Yes,66.4
1174,No,28.1
1175,No,47.1
1176,No,34.6
1177,No,28.1
1178,No,23.3
1179,Yes,75.7
1180,No,33.5
1181,No,33.3
1182,No,29.9
1183,Yes,63.9
1184,No,36.7
1185,Yes,78.2
1186,No,37.6
1187,No,38.7
1188,Yes,85.0
1189,No,24.7
1190,No,47.0
1191,No,18.9
1192,No,30.2
1193,Yes,88.1
1194,No,47.2
1195,No,19.4
1196,Yes,51.3
1197,No,28.7
1198,No,36.8
1199,No,41.0
1200,No,40.5
1201,No,31.2
1202,Yes,71.5
1203,No,25.4
1204,No,28.5
1205,No,39.3
1206,Yes,56.4
1207,No,26.4
1208,No,29.5
1209,Yes,83.3
1210,No,24.9
1211,Yes,60.4
1212,No,26.6
1213,Yes,56.1
1214,No,21.2
1215,No,31.8
1216,Yes,73.2
1217,No,27.2
1218,No,25.5
1219,No,21.9
1220,Yes,61.5
1221,No,37.2
1222,No,36.8
1223,Yes,73.4
1224,Yes,58.4
1225,Yes,75.8
1226,Yes,80.6
1227,Yes,58.6
1228,No,24.3
1229,No,39.5
1230,No,27.6
1231,No,39.2
1232,No,32.4
1233,Yes,76.0
1234,No,41.7
1235,Yes,80.0
1236,Yes,84.0
1237,No,36.9
1238,Yes,51.6
1239,No,28.6
1240,No,21.6
1241,No,35.8
1242,No,26.6
1243,No,32.1
1244,No,34.2
1245,No,38.4
1246,Yes,58.2
1247,No,42.1
1248,No,21.1
1249,No,22.1
1250,No,20.0
1251,No,29.2
1252,No,46.5
1253,Yes,74.2
1254,Yes,80.5
1255,Yes,65.4
1256,Yes,63.7
1257,Yes,63.0
1258,No,34.9
1259,No,35.9
1260,No,33.3
1261,No,32.6
1262,No,36.5
1263,No,48.0
1264,Yes,57.6
1265,No,33.5
1266,Yes,85.7
1267,No,36.5
1268,No,35.7
1269,Yes,67.2
1270,No,40.1
1271,No,33.2
1272,Yes,60.8
1273,No,42.2
1274,No,33.6
1275,No,28.6
1276,No,35.5
1277,No,39.7
1278,Yes,63.3
1279,No,35.1
1280,No,37.4
1281,No,18.9
1282,Yes,75.7
1283,No,37.8
1284,Yes,74.3
1285,Yes,86.0
1286,Yes,71.9
1287,No,35.0
1288,No,40.9
1289,No,43.2
1290,No,45.1
1291,No,35.8
1292,No,36.5
1293,No,40.6
1294,No,34.0
1295,No,28.9
1296,No,32.2
1297,Yes,87.9
1298,No,31.0
1299,No,33.0
1300,Yes,62.0
1301,No,35.8
1302,No,38.0
1303,No,21.6
1304,No,31.3
1305,No,35.1
1306,Yes,88.7
1307,Yes,63.9
1308,Yes,54.6
1309,No,37.2
1310,No,30.3
1311,No,27.7
1312,No,37.4
1313,No,40.4
1314,No,32.7
1315,Yes,73.3
1316,No,30.0
1317,No,20.9
1318,No,33.3
1319,Yes,59.6
1320,No,45.5
1321,Yes,72.3
1322,No,43.8
1323,Yes,60.8
1324,Yes,78.5
1325,No,29.5
1326,Yes,68.1
1327,No,37.4
1328,No,31.2
1329,Yes,73.6
1330,No,37.8
1331,Yes,66.0
1332,No,38.8
1333,No,36.3
1334,No,39.7
1335,No,24.5
1336,Yes,61.6
1337,No,41.8
1338,No,31.4
1339,Yes,87.1
1340,Yes,76.6
1341,Yes,65.4
1342,No,43.6
1343,No,28.9
1344,Yes,62.9
1345,No,42.5
1346,No,25.1
1347,No,30.2
1348,No,40.5
1349,No,34.0
1350,Yes,57.7
1351,No,47.5
1352,Yes,66.4
1353,Yes,79.7
1354,No,21.6
1355,Yes,69.5
1356,No,34.2
1357,Yes,75.4
1358,Yes,61.1
1359,Yes,61.8
1360,No,29.1
1361,No,33.3
1362,No,31.8
1363,No,45.7
1364,No,19.1
1365,No,36.7
1366,Yes,64.2
1367,No,33.3
1368,Yes,66.7
1369,No,26.6
1370,Yes,72.8
1371,No,19.7
1372,Yes,63.5
1373,No,46.5
1374,Yes,74.2
1375,Yes,68.0
1376,No,24.6
1377,No,42.6
1378,Yes,65.7
1379,No,38.4
1380,No,33.0
1381,No,30.1
1382,No,36.1
1383,No,44.3
1384,No,28.6
1385,Yes,66.1
1386,No,40.8
1387,Yes,51.7
1388,Yes,79.4
1389,No,47.5
1390,Yes,86.5
1391,No,22.7
1392,No,37.7
1393,Yes,69.7
1394,No,34.1
1395,No,25.3
1396,Yes,69.1
1397,No,34.0
1398,Yes,61.4
1399,No,37.7
1400,No,23.8
1401,No,27.3
1402,No,49.3
1403,No,29.6
1404,No,18.1
1405,Yes,51.1
1406,Yes,66.0
1407,No,29.0
1408,Yes,69.9
1409,No,26.5
1410,No,41.8
1411,No,26.4
1412,No,30.6
1413,No,32.0
1414,No,23.1
1415,No,25.6
1416,No,26.8
1417,No,33.4
1418,No,31.6
1419,No,43.4
1420,Yes,62.1
1421,Yes,64.9
1422,No,25.2
1423,No,48.9
1424,No,33.3
1425,Yes,61.2
1426,Yes,62.3
1427,No,44.9
1428,Yes,86.9
1429,Yes,71.1
1430,No,30.9
1431,No,29.4
1432,Yes,61.1
1433,Yes,61.2
1434,Yes,86.8
1435,No,44.1
1436,Yes,63.8
1437,No,27.0
1438,No,27.9
1439,Yes,72.6
1440,Yes,53.1
1441,No,41.4
1442,Yes,63.7
1443,Yes,56.6
1444,Yes,61.8
1445,No,44.3
1446,No,31.7
1447,No,37.9
1448,Yes,81.4
1449,Yes,76.5
1450,No,30.8
1451,No,36.1
1452,No,38.3
1453,No,39.8
1454,Yes,72.9
1455,No,30.8
1456,No,40.5
1457,No,24.3
1458,No,38.6
1459,No,25.4
1460,Yes,88.6
1461,No,28.3
1462,No,36.4
1463,No,41.7
1464,No,34.5
1465,No,46.9
1466,No,33.0
1467,No,30.5
1468,No,39.3
1469,Yes,73.7
1470,Yes,85.7
1471,No,29.3
1472,Yes,71.6
1473,No,31.3
1474,No,40.6
1475,No,32.1
1476,No,21.1
1477,No,28.3
1478,No,30.9
1479,Yes,75.4
1480,No,35.2
1481,No,32.9
1482,No,48.0
1483,No,23.7
1484,No,40.2
1485,No,20.2
1486,Yes,67.4
1487,No,39.3
1488,Yes,85.4
1489,No,30.3
1490,No,44.4
1491,No,23.7
1492,Yes,61.1
1493,Yes,76.7
1494,No,21.0
1495,Yes,70.8
1496,Yes,84.6
1497,No,42.1
1498,No,40.9
1499,No,30.5
1500,No,22.6
1501,Yes,85.3
1502,No,35.8
1503,No,36.1
1504,Yes,80.8
1505,No,24.9
1506,Yes,73.1
1507,No,18.6
1508,Yes,52.7
1509,No,34.0
1510,No,35.2
1511,No,30.9
1512,No,35.8
1513,No,38.3
1514,No,43.1
1515,No,39.7
1516,No,38.6
1517,No,38.2
1518,Yes,87.2
1519,No,33.7
1520,Yes,82.9
1521,Yes,86.3
1522,No,23.4
1523,No,39.3
1524,Yes,50.6
1525,Yes,74.4
1526,No,45.0
1527,No,27.1
1528,No,40.2
1529,No,26.3
1530,No,25.2
1531,No,30.6
1532,No,20.5
1533,No,32.3
1534,No,38.6
1535,Yes,80.3
1536,No,37.2
1537,No,26.4
1538,No,19.4
1539,No,37.4
1540,No,40.1
1541,No,27.0
1542,No,40.0
1543,No,31.7
1544,Yes,64.2
1545,Yes,50.6
1546,Yes,61.1
1547,Yes,82.7
1548,No,33.3
1549,No,21.4
1550,Yes,85.1
1551,Yes,60.4
1552,Yes,74.6
1553,No,25.9
1554,No,42.7
1555,No,36.6
